measurement_unit_id,country_code,domain_code,concept_id,entity_id,final_unit_type,final_query,topic_mid,query_language,selection_basis,selection_status,validation_status,signal_status,confidence_level,empirical_validation_status,technical_status,technical_attempt_count,extraction_method,model_consensus,model_confidence,score_margin,exact_validated_other_countries,official_name_check,topic_mid_format_check,ambiguity_flag,selection_rule,second_pass_decision,second_pass_confidence,final_review_status,concept_valid_keyword_count,concept_low_keyword_count,concept_valid_keyword_countries,concept_low_keyword_countries,fallback_query,source_url,inclusion_reason,review_reason,remaining_risk,notes,source_record_set
US|KBEAUTY|KBEAUTY_G04,US,KBEAUTY,KBEAUTY_G04,,keyword,Korean cosmetics brand,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20cosmetics%20brand&hl=en,한국 화장품 브랜드 · 소비양식 문법 · 미국(en) 조합,,,한국 화장품 브랜드,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_G05,US,KBEAUTY,KBEAUTY_G05,,keyword,Korean makeup tutorial,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20makeup%20tutorial&hl=en,한국 메이크업 · 수출 참고 HS 330410·330420 · 미국(en) 조합,,,한국 메이크업,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_G06,US,KBEAUTY,KBEAUTY_G06,,keyword,glass skin,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=glass%20skin&hl=en,글래스 스킨 · 소비양식 문법 · 미국(en) 외래어,,'glass skin' 은 한국 기원이나 글로벌 뷰티 용어로 확산돼 도메인 귀속이 약하다,글래스 스킨 · TOPIC 후보,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E01,US,KBEAUTY,KBEAUTY_E01,,keyword,Korean serum,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20serum&hl=en,세럼·에센스 · 수출 참고 HS 330499 · 미국(en) 조합,,,세럼·에센스,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E02,US,KBEAUTY,KBEAUTY_E02,,keyword,Korean sheet mask,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20sheet%20mask&hl=en,시트마스크 · 수출 참고 HS 330499 · 미국(en) 조합,,,시트마스크,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E03,US,KBEAUTY,KBEAUTY_E03,,keyword,Korean sunscreen,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20sunscreen&hl=en,선크림 · 수출 참고 HS 330499 · 미국(en) 조합,,,선크림,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E04,US,KBEAUTY,KBEAUTY_E04,,keyword,Korean cushion foundation,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20cushion%20foundation&hl=en,쿠션 파운데이션 · 수출 참고 HS 330491·961620 · 미국(en) 조합,,쿠션은 한국이 만든 제형이라 원산지 수식 없이도 한국 신호일 수 있다 — 수식어를 붙여 과소측정될 위험,쿠션 파운데이션,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E05,US,KBEAUTY,KBEAUTY_E05,,keyword,Korean lip tint,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20lip%20tint&hl=en,립틴트 · 수출 참고 HS 330410 · 미국(en) 조합,,,립틴트,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E06,US,KBEAUTY,KBEAUTY_E06,,keyword,Korean cleanser,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20cleanser&hl=en,클렌징 · 수출 참고 HS 340130 · 미국(en) 조합,,,클렌징,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E07,US,KBEAUTY,KBEAUTY_E07,,keyword,Korean hair care,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20hair%20care&hl=en,헤어케어 · 수출 참고 HS 330590·330510 · 미국(en) 조합,,,헤어케어,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_E08,US,KBEAUTY,KBEAUTY_E08,,keyword,Korean perfume,,en,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20perfume&hl=en,향수 · 수출 참고 HS 330300·330790 · 미국(en) 조합,,,향수,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_P01,US,KBEAUTY,KBEAUTY_P01,,keyword,Japanese cosmetics,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Japanese%20cosmetics&hl=en,[위약] 일본 화장품 · 소비양식 문법 · 미국(en) 조합,,,[위약] 일본 화장품 · TOPIC 후보,KCONSUMER_COMPOSED_V1
US|KBEAUTY|KBEAUTY_P02,US,KBEAUTY,KBEAUTY_P02,,keyword,French cosmetics,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=French%20cosmetics&hl=en,[위약] 프랑스 화장품 · 소비양식 문법 · 미국(en) 조합,,,[위약] 프랑스 화장품 · TOPIC 후보,KCONSUMER_COMPOSED_V1
US|KFASHION|KFASHION_G01,US,KFASHION,KFASHION_G01,,keyword,Korean fashion,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20fashion&hl=en,한국 패션 · 소비양식 문법 · 미국(en) 조합,,,한국 패션 · TOPIC 후보,KCONSUMER_COMPOSED_V1
US|KFASHION|KFASHION_G02,US,KFASHION,KFASHION_G02,,keyword,K-fashion,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=K-fashion&hl=en,K-fashion · 소비양식 문법 · 미국(en) 외래어,,,K-fashion · TOPIC 후보,KCONSUMER_COMPOSED_V1
US|KFASHION|KFASHION_G03,US,KFASHION,KFASHION_G03,,keyword,Korean style,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20style&hl=en,한국 스타일 코디 · 소비양식 문법 · 미국(en) 조합,,,한국 스타일 코디,KCONSUMER_COMPOSED_V1
US|KFASHION|KFASHION_G04,US,KFASHION,KFASHION_G04,,keyword,Korean fashion brand,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20fashion%20brand&hl=en,한국 패션 브랜드 · 소비양식 문법 · 미국(en) 조합,,,한국 패션 브랜드,KCONSUMER_COMPOSED_V1
US|KFASHION|KFASHION_G05,US,KFASHION,KFASHION_G05,,keyword,Korean idol fashion,,en,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Korean%20idol%20fashion&hl=en,아이돌 패션 · 소비양식 문법 · 미국(en) 조합,,아이돌 패션은 K-Pop 도메인과 겹친다. KPOP 계열과의 상관을 먼저 확인할 것,아이돌 패션,KCONSUMER_COMPOSED_V1
